log_mass_to_light_ratio,log_Omega,log_prob
0.477551,1.6696393,-332453.25
0.5020408,1.6696393,-368309.2
0.5265306,1.6696393,-405743.34
0.5510204,1.6696393,-443428.88
0.5755102,1.6696393,-484003.88
0.6,1.6696393,-526152.1
-0.6,1.6771598,-29332.059
-0.5755102,1.6771598,-28020.242
-0.5510204,1.6771598,-26976.094
-0.5265306,1.6771598,-26219.256
-0.5020408,1.6771598,-25317.238
-0.477551,1.6771598,-24444.71
-0.45306122,1.6771598,-23524.105
-0.42857143,1.6771598,-22418.39
-0.40408164,1.6771598,-21269.73
-0.37959182,1.6771598,-20182.568
-0.35510203,1.6771598,-19008.875
-0.33061224,1.6771598,-17853.51
-0.30612245,1.6771598,-16753.879
-0.28163266,1.6771598,-15740.539
-0.25714287,1.6771598,-14838.622
-0.23265307,1.6771598,-13968.539
-0.20816326,1.6771598,-13197.074
-0.18367347,1.6771598,-12625.916
-0.15918367,1.6771598,-12266.991
-0.13469388,1.6771598,-12197.205
-0.11020408,1.6771598,-12307.516
-0.08571429,1.6771598,-12683.648
-0.06122449,1.6771598,-13552.164
-0.036734693,1.6771598,-14914.019
-0.012244898,1.6771598,-16896.812
0.012244898,1.6771598,-19571.574
0.036734693,1.6771598,-23101.652
0.06122449,1.6771598,-27440.625
0.08571429,1.6771598,-32739.777
0.11020408,1.6771598,-39264.26
0.13469388,1.6771598,-46994.668
0.15918367,1.6771598,-56185.047
0.18367347,1.6771598,-66915.51
0.20816326,1.6771598,-79143.32
0.23265307,1.6771598,-93033.48
0.25714287,1.6771598,-108749.45
0.28163266,1.6771598,-125991.58
0.30612245,1.6771598,-144901.36
0.33061224,1.6771598,-165600.33
0.35510203,1.6771598,-187962.48
0.37959182,1.6771598,-211944.14
0.40408164,1.6771598,-236645.86
0.42857143,1.6771598,-263571.2
0.45306122,1.6771598,-292802.84
0.477551,1.6771598,-324932.94
0.5020408,1.6771598,-358576.12
0.5265306,1.6771598,-394332.06
0.5510204,1.6771598,-431936.72
0.5755102,1.6771598,-471414.8
0.6,1.6771598,-513452.1
-0.6,1.6845523,-28647.76
-0.5755102,1.6845523,-27591.926
-0.5510204,1.6845523,-26741.418
-0.5265306,1.6845523,-25673.623
-0.5020408,1.6845523,-24759.41
-0.477551,1.6845523,-23645.465
-0.45306122,1.6845523,-22735.902
-0.42857143,1.6845523,-21764.988
-0.40408164,1.6845523,-20784.521
-0.37959182,1.6845523,-19751.762
-0.35510203,1.6845523,-18815.002
-0.33061224,1.6845523,-17703.793
-0.30612245,1.6845523,-16732.895
-0.28163266,1.6845523,-15762.23
-0.25714287,1.6845523,-14800.344
-0.23265307,1.6845523,-13841.908
-0.20816326,1.6845523,-13113.191
-0.18367347,1.6845523,-12540.861
-0.15918367,1.6845523,-12163.215
-0.13469388,1.6845523,-12110.604
-0.11020408,1.6845523,-12286.187
-0.08571429,1.6845523,-12852.875
-0.06122449,1.6845523,-13752.695
-0.036734693,1.6845523,-15159.678
-0.012244898,1.6845523,-17143.666
0.012244898,1.6845523,-19879.992
0.036734693,1.6845523,-23440.469
0.06122449,1.6845523,-27886.992
0.08571429,1.6845523,-33026.176
0.11020408,1.6845523,-39409.805
0.13469388,1.6845523,-47210.65
0.15918367,1.6845523,-56301.59
0.18367347,1.6845523,-66986.15
0.20816326,1.6845523,-79005.02
0.23265307,1.6845523,-92831.88
0.25714287,1.6845523,-108492.77
0.28163266,1.6845523,-125967.38
0.30612245,1.6845523,-145096.55
0.33061224,1.6845523,-164813.8
0.35510203,1.6845523,-186131.95
0.37959182,1.6845523,-209830.42
0.40408164,1.6845523,-235313.42
0.42857143,1.6845523,-263027.62
0.45306122,1.6845523,-292156.66
0.477551,1.6845523,-324038.53
0.5020408,1.6845523,-358000.03
0.5265306,1.6845523,-393031.28
0.5510204,1.6845523,-430687.94
0.5755102,1.6845523,-471730.88
0.6,1.6845523,-515137.2
-0.6,1.691821,-28770.244
-0.5755102,1.691821,-27515.793
-0.5510204,1.691821,-26552.857
-0.5265306,1.691821,-25798.727
-0.5020408,1.691821,-25039.027
-0.477551,1.691821,-24211.637
-0.45306122,1.691821,-23288.959
-0.42857143,1.691821,-22124.348
-0.40408164,1.691821,-20942.547
-0.37959182,1.691821,-19821.969
-0.35510203,1.691821,-18723.07
-0.33061224,1.691821,-17685.902
-0.30612245,1.691821,-16621.105
-0.28163266,1.691821,-15568.392
-0.25714287,1.691821,-14709.146
-0.23265307,1.691821,-13760.083
-0.20816326,1.691821,-13092.489
-0.18367347,1.691821,-12658.498
-0.15918367,1.691821,-12487.895
-0.13469388,1.691821,-12441.086
-0.11020408,1.691821,-12592.718
-0.08571429,1.691821,-13065.375
-0.06122449,1.691821,-13960.893
-0.036734693,1.691821,-15217.926
-0.012244898,1.691821,-17025.547
0.012244898,1.691821,-19549.633
0.036734693,1.691821,-22997.332
0.06122449,1.691821,-27637.371
0.08571429,1.691821,-33399.496
0.11020408,1.691821,-40232.66
0.13469388,1.691821,-48254.652
0.15918367,1.691821,-57741.723
0.18367347,1.691821,-68711.47
0.20816326,1.691821,-81369.88
0.23265307,1.691821,-95716.6
0.25714287,1.691821,-111795.734
0.28163266,1.691821,-129185.76
0.30612245,1.691821,-147502.23
0.33061224,1.691821,-168603.3
0.35510203,1.691821,-192090.69
0.37959182,1.691821,-216802.36
0.40408164,1.691821,-243363.0
0.42857143,1.691821,-271668.44
0.45306122,1.691821,-299738.4
0.477551,1.691821,-332347.28
0.5020408,1.691821,-367014.94
0.5265306,1.691821,-404631.94
0.5510204,1.691821,-443459.6
0.5755102,1.691821,-482119.12
0.6,1.691821,-524724.7
-0.6,1.69897,-28167.254
-0.5755102,1.69897,-27200.844
-0.5510204,1.69897,-26234.09
-0.5265306,1.69897,-25270.002
-0.5020408,1.69897,-24375.64
-0.477551,1.69897,-23559.053
-0.45306122,1.69897,-22580.164
-0.42857143,1.69897,-21505.635
-0.40408164,1.69897,-20359.385
-0.37959182,1.69897,-19243.885
-0.35510203,1.69897,-18243.066
-0.33061224,1.69897,-17251.729
-0.30612245,1.69897,-16328.251
-0.28163266,1.69897,-15370.842
-0.25714287,1.69897,-14578.682
-0.23265307,1.69897,-13707.824
-0.20816326,1.69897,-12968.785
-0.18367347,1.69897,-12525.716
-0.15918367,1.69897,-12217.762
-0.13469388,1.69897,-12131.523
-0.11020408,1.69897,-12361.43
-0.08571429,1.69897,-12971.448
-0.06122449,1.69897,-13915.779
-0.036734693,1.69897,-15373.52
-0.012244898,1.69897,-17392.271
0.012244898,1.69897,-20032.59
0.036734693,1.69897,-23443.617
0.06122449,1.69897,-27966.414
0.08571429,1.69897,-33654.465
0.11020408,1.69897,-40724.246
0.13469388,1.69897,-49073.062
0.15918367,1.69897,-58721.16
0.18367347,1.69897,-69846.96
0.20816326,1.69897,-82753.5
0.23265307,1.69897,-97372.6
0.25714287,1.69897,-113576.11
0.28163266,1.69897,-131327.0
0.30612245,1.69897,-150615.69
0.33061224,1.69897,-172437.38
0.35510203,1.69897,-195995.1
0.37959182,1.69897,-220397.2
0.40408164,1.69897,-247389.84
0.42857143,1.69897,-276150.25
0.45306122,1.69897,-306624.44
0.477551,1.69897,-341393.9
0.5020408,1.69897,-378404.84
0.5265306,1.69897,-417379.03
0.5510204,1.69897,-458741.7
0.5755102,1.69897,-500737.53
0.6,1.69897,-545919.75
